cod_apli_prod,descri_cod_apli_prod,num_cta,f_creacion,f_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,porc_recuperado,dias_hasta_ultimo_pago,pago_total,sin_pago,pago_parcial,prob_pago,valor_esperado_recuperar,valor_en_riesgo
S,AHORRO,31939542173,20250212,20250819,5425.68,4883.11,542.57,795,PAGO AUTOMATICO TARJETA B,0.9,188,0,0,1,0.46900146121635167,254.46612281215596,288.1038771878441
S,AHORRO,70674865079,20250615,20250730,7270.09,7270.09,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,45,1,0,0,0.5458163664224834,0.0,0.0
S,AHORRO,96749938933,20250503,20250608,10405.96,10405.96,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,36,1,0,0,0.5033220669279003,0.0,0.0
S,AHORRO,43210648011,20241229,20250524,3007.7,3007.7,0.0,1128,RETIRO CORRESPONSAL B,1.0,146,1,0,0,0.5953175667687227,0.0,0.0
S,AHORRO,57461834716,20241210,20250811,20270.96,20270.96,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,244,1,0,0,0.49155777713373316,0.0,0.0
S,AHORRO,41928589107,20250411,20250619,522.24,522.24,0.0,334,COMISION CONSULTA EXTERNO,1.0,69,1,0,0,0.5105262864616469,0.0,0.0
S,AHORRO,65336636498,20250217,20250726,4611.51,4611.51,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,159,1,0,0,0.5620762539272386,0.0,0.0
S,AHORRO,62992096374,20250408,20250809,5129.7,5129.7,0.0,574,COMISION RETIRO INTERNACIONAL,1.0,123,1,0,0,0.5067701963205314,0.0,0.0
S,AHORRO,18948164912,20250428,20250622,121133.18,121133.18,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,55,1,0,0,0.43178209284899727,0.0,0.0
S,AHORRO,45353496015,20250201,20250406,3598.18,3598.18,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,64,1,0,0,0.8765807324245588,0.0,0.0
S,AHORRO,38796359200,20250513,20250616,125360.81,0.0,125360.81,137,COMISION RETIRO CANAL A,0.0,34,0,1,0,0.06602424170634674,8276.85241994341,117083.95758005658
S,AHORRO,55580423851,20250611,20250723,10493.3,10493.3,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,42,1,0,0,0.5033220669279003,0.0,0.0
S,AHORRO,29354515607,20241102,20250315,5844.56,5844.56,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,133,1,0,0,0.4595901658672662,0.0,0.0
S,AHORRO,99735938118,20250701,20251002,402.84,374.78,28.06,834,CARGO FISCAL TRANSACCIONAL,0.9303,93,0,0,1,0.48187423872797003,13.521391138706838,14.538608861293161
S,AHORRO,65649558682,20250504,20250918,8139.09,7325.18,813.91,2107,CARGO FISCAL IVA TRASLADO,0.9,137,0,0,1,0.42466211543427873,345.6367423731138,468.2732576268862
S,AHORRO,46707833749,20250614,20250712,1158.84,1158.84,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,28,1,0,0,0.5501913245388939,0.0,0.0
S,AHORRO,15874406932,20250418,20250617,96.88,96.88,0.0,87,CARGO FISCAL IVA COMISION B,1.0,60,1,0,0,0.47455076915718597,0.0,0.0
S,AHORRO,87536673350,20241108,20241212,10869.64,10869.64,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,34,1,0,0,0.5033220669279003,0.0,0.0
S,AHORRO,44915877052,20250119,20250629,342.63,342.63,0.0,627,TRANSFERENCIA BILLETERA A,1.0,161,1,0,0,0.56757032541565,0.0,0.0
S,AHORRO,41642147834,20250501,20250705,1173.12,1173.12,0.0,1288,COMPRA ESTABLECIMIENTO A,1.0,65,1,0,0,0.48546877397575655,0.0,0.0
S,AHORRO,11993485980,20250318,20250407,1774.98,1774.98,0.0,1642,CXC DEPOSITO CANAL,1.0,20,1,0,0,0.6809626747481096,0.0,0.0
S,AHORRO,60029393499,20241127,20241207,1278.77,1278.77,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,10,1,0,0,0.8049654555859853,0.0,0.0
S,AHORRO,94824833944,20250601,20250609,28055.76,28055.76,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,8,1,0,0,0.5937274200464003,0.0,0.0
S,AHORRO,28051623571,20250111,20250529,314.19,314.19,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,138,1,0,0,0.49705444806227994,0.0,0.0
S,AHORRO,70670024741,20241206,20250102,1243.0,1243.0,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,27,1,0,0,0.5649484222342143,0.0,0.0
S,AHORRO,58355412696,20250531,20250811,5910.59,5910.59,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,72,1,0,0,0.5161244977902355,0.0,0.0
S,AHORRO,71715808242,20241130,20250115,951.3,951.3,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,46,1,0,0,0.6330435824218609,0.0,0.0
S,AHORRO,19010919714,20250619,20250918,2220.33,2220.33,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,91,1,0,0,0.5251673110840593,0.0,0.0
S,AHORRO,37348865092,20250305,20251010,197.2,197.2,0.0,1157,COMISION CONSULTA SALDO,1.0,219,1,0,0,0.7388150089482219,0.0,0.0
S,AHORRO,52616572412,20250418,20250722,3035.78,3035.78,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,95,1,0,0,0.4874945398952971,0.0,0.0
S,AHORRO,73589007280,20241017,20250728,4063.58,4063.58,0.0,333,CARGO FISCAL IVA A,1.0,284,1,0,0,0.49665263368582707,0.0,0.0
S,AHORRO,50215918247,20250527,20250822,1998.7,1998.7,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,87,1,0,0,0.49168223237331704,0.0,0.0
S,AHORRO,38289162324,20250528,20250909,917.94,917.94,0.0,87,CARGO FISCAL IVA COMISION B,1.0,104,1,0,0,0.4907008669703139,0.0,0.0
S,AHORRO,69028408985,20250303,20250421,751.91,751.91,0.0,2274,CARGO FISCAL IVA CANAL VIRTUAL,1.0,49,1,0,0,0.6465742706946387,0.0,0.0
S,AHORRO,26735455988,20250111,20250722,4433.77,4433.77,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,192,1,0,0,0.5725073142901396,0.0,0.0
S,AHORRO,15196242758,20250402,20250824,1859.35,1859.35,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,144,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,60773906905,20241026,20250703,2019.18,2019.18,0.0,2285,APERTURA INVERSION VIRTUAL,1.0,250,1,0,0,0.5962000662120329,0.0,0.0
S,AHORRO,93910877400,20250103,20250827,1894.29,1894.29,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,236,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,34689399752,20241225,20250827,6335.09,5701.58,633.51,1517,COBRO SERVICIO TRANSPORTE,0.9,245,0,0,1,0.5167554501711878,327.3697452379492,306.1402547620508
S,AHORRO,50770802235,20250511,20250517,7759.61,7759.61,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,6,1,0,0,0.5450146214522688,0.0,0.0
S,AHORRO,79015578681,20250523,20250823,1784.95,1784.95,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,92,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,34740006363,20250113,20250408,729.71,656.74,72.97,834,CARGO FISCAL TRANSACCIONAL,0.9,85,0,0,1,0.43138414434974526,31.47810101320091,41.491898986799086
S,AHORRO,12970979980,20250423,20250825,10343.08,9222.26,1120.82,834,CARGO FISCAL TRANSACCIONAL,0.8916,124,0,0,1,0.5033220669279003,564.1334390541291,556.6865609458708
S,AHORRO,44408478571,20241130,20250109,618.77,618.77,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,40,1,0,0,0.558843002770552,0.0,0.0
D,CORRIENTE,29335940537,20250123,20250527,2524.26,2116.73,407.53,497,PAGO SERVICIO ELECTRONICO,0.8386,124,0,0,1,0.9749831873516623,397.3348983414229,10.195101658577046
S,AHORRO,47096744736,20241213,20250730,2139.33,2139.33,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,229,1,0,0,0.49168223237331704,0.0,0.0
S,AHORRO,50487240483,20241105,20250613,5439.64,5439.64,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,220,1,0,0,0.48679357970748716,0.0,0.0
S,AHORRO,26496973560,20241117,20251005,3502.34,3502.34,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,322,1,0,0,0.4874945398952971,0.0,0.0
S,AHORRO,62492643890,20250302,20250922,1957.66,1957.66,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,204,1,0,0,0.9075668026830194,0.0,0.0
S,AHORRO,58165812458,20250420,20250718,1253.16,1253.16,0.0,2010,TRANSFERENCIA BANCA MOVIL,1.0,89,1,0,0,0.5991516794726415,0.0,0.0
S,AHORRO,58475748687,20241213,20250807,5276.72,0.0,5276.72,1517,COBRO SERVICIO TRANSPORTE,0.0,237,0,1,0,0.5134553219624449,2709.3599665056727,2567.3600334943276
S,AHORRO,78346758244,20241207,20250113,300.55,0.0,300.55,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,37,0,1,0,0.291160767414803,87.50836864651905,213.04163135348097
D,CORRIENTE,21707989947,20241012,20250811,973.16,0.0,973.16,2010,TRANSFERENCIA BANCA MOVIL,0.0,303,0,1,0,0.1773310282777712,172.5714634787958,800.5885365212042
S,AHORRO,72243604780,20250102,20250510,458.86,458.86,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,128,1,0,0,0.484169755607141,0.0,0.0
S,AHORRO,99651719126,20250506,20250923,1234.49,1234.49,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,140,1,0,0,0.49193103289984697,0.0,0.0
